id,年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分
219,2013,90073,六安,中共舒城县纪律检查委员会舒城县监察委员会机关,纪检监察,本科,法学类（不含特设专业）,4.0,72.0,49.0,72.0
220,2014,90074,六安,中共舒城县委统一战线工作部,机关文秘,本科,马克思主义理论类、中国语言文学类,1.0,27.0,84.0,71.0
221,2018,90075,六安,舒城县归国华侨联合会,机关文秘,本科,法学类、汉语言文学专业、秘书学专业,2.0,63.0,72.0,78.0
222,2013,90076,六安,舒城县档案馆,档案管理,本科,计算机类,1.0,1.0,50.0,78.0
223,2019,90077,六安,舒城县科学技术局,综合管理,本科,法学类（不含特设专业）,3.0,33.0,58.0,70.0
224,2019,90078,六安,舒城县民政局,信息技术,本科,计算机类,1.0,134.0,80.0,75.0
225,2019,90079,六安,舒城县民政局,机关文秘,本科,中国语言文学类,1.0,80.0,89.0,66.0
226,2019,90080,六安,舒城县司法局,司法行政,本科,不限,4.0,1.0,78.0,65.0
227,2021,90081,六安,舒城县财政局,财务规划,本科,经济学类、金融学类,2.0,44.0,56.0,80.0
228,2016,90082,六安,舒城县财政局,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,6.0,40.0,78.0,69.0
229,2017,90083,六安,舒城县人力资源和社会保障局,机关文秘,本科,不限,5.0,8.0,61.0,68.0
230,2019,90084,六安,舒城县自然资源和规划局,政策法规,本科,法学类（不含特设专业）,1.0,3.0,61.0,67.0
231,2015,90085,六安,舒城县自然资源和规划局,土地资源管理,本科,地质学类、测绘类、土地资源管理专业、土地整治工程专业,4.0,9.0,68.0,73.0
232,2022,90086,六安,舒城县住房和城乡建设局,城建管理,本科,土木类、交通工程专业,1.0,80.0,51.0,70.0
233,2013,90087,六安,舒城县农业农村局,机关文秘,本科,中国语言文学类、新闻传播学类,3.0,35.0,56.0,80.0
234,2013,90088,六安,舒城县农业农村局,综合管理,本科,农学门类,4.0,61.0,66.0,70.0
235,2017,90089,六安,舒城县农业农村局,农业工程管理,本科,农业资源与环境专业、生物质科学与工程专业、农学专业,4.0,30.0,86.0,74.0
236,2019,90090,六安,舒城县水利局,工程管理,本科,土木类、水利水电工程专业、水务工程专业,3.0,1.0,84.0,73.0
237,2015,90091,六安,舒城县卫生健康委员会,信息管理,本科,计算机科学与技术专业、网络工程专业、软件工程专业,1.0,1.0,76.0,72.0
238,2019,90092,六安,舒城县卫生健康委员会,卫生健康管理,本科,医学门类,3.0,1.0,59.0,69.0
239,2021,90093,六安,舒城县审计局,审计,本科,审计学专业、会计学专业、会计专业、财务管理专业,4.0,26.0,87.0,70.0
240,2022,90094,六安,舒城县市场监督管理局,市场监管,本科,不限,6.0,1.0,54.0,69.0
241,2021,90095,六安,舒城县市场监督管理局,市场监管,本科,法学类、计算机类、管理科学与工程类、汉语言文学专业,7.0,136.0,76.0,69.0
242,2013,90096,六安,舒城县林业局,林业管理,本科,法学类（不含特设专业）,3.0,62.0,62.0,73.0
243,2015,90097,六安,舒城县医疗保障局,机关文秘,本科,中国语言文学类、新闻传播学类,2.0,1.0,63.0,67.0
244,2018,90098,六安,舒城万佛湖水源保护和旅游管理委员会,旅游管理,本科,旅游管理类,2.0,129.0,65.0,71.0
245,2022,90099,六安,舒城县供销合作社联合社,机关事务,本科,中国语言文学类、经济学类、经济与贸易类,4.0,96.0,75.0,70.0
246,2015,90100,六安,中共金寨县委办公室,机关综合,本科,不限,4.0,1.0,60.0,75.0
247,2015,90101,六安,金寨县人大常委会机关　,机关文秘,本科,汉语言文学专业、秘书学专业、法学专业、法律专业,4.0,109.0,55.0,71.0
248,2016,90102,六安,中共金寨县委党史和地方志研究室（县红色文化研究中心、金寨县档案馆）,史志编研,本科,不限,3.0,1.0,74.0,70.0
249,2015,90103,六安,金寨县人民政府办公室,机关文秘,本科,不限,2.0,63.0,62.0,71.0
250,2022,90104,六安,金寨县人力资源和社会保障局,就业创业管理,本科,不限,3.0,50.0,58.0,80.0
251,2017,90105,六安,金寨县卫生健康委员会,信息规划,本科,电子信息工程专业、信息工程专业、电子信息科学与技术专业,1.0,15.0,56.0,72.0
252,2013,90106,六安,金寨县市场监督管理局,市场监管,本科,法学类,1.0,1.0,68.0,62.0
253,2015,90107,六安,金寨县市场监督管理局,市场监管,本科,不限,2.0,97.0,71.0,63.0
254,2014,90108,六安,金寨县市场监督管理局,市场监管,本科,不限,1.0,133.0,51.0,76.0
255,2019,90109,六安,金寨县市场监督管理局,市场监管,本科,食品科学与工程类,4.0,1.0,84.0,65.0
256,2013,90110,六安,金寨县市场监督管理局,市场监管,本科,药学类,1.0,60.0,55.0,71.0
257,2018,90111,六安,金寨县文化旅游体育局,文旅监管,本科,建筑学专业、历史建筑保护工程专业、城乡规划专业、风景园林专业,1.0,70.0,82.0,77.0
258,2013,90112,六安,金寨县交通运输局,综合管理,本科,不限,1.0,1.0,52.0,77.0
259,2018,90113,六安,金寨县应急管理局,应急处置与执法,本科,不限,1.0,8.0,64.0,67.0
260,2013,90114,六安,金寨县司法局,司法行政,本科,法学类,1.0,97.0,60.0,63.0
261,2018,90115,六安,金寨县司法局,司法行政,本科,不限,4.0,54.0,78.0,68.0
262,2020,90116,六安,金寨县司法局,司法行政,本科,法学类,5.0,1.0,62.0,60.0
263,2015,90117,六安,金寨县司法局,司法行政,本科,法学类,1.0,1.0,75.0,60.0
264,2014,90118,六安,金寨县投资创业中心,综合管理,本科,不限,1.0,201.0,73.0,73.0
265,2022,90119,六安,金寨县供销合作社联合社,综合管理,本科,中国语言文学类,1.0,88.0,50.0,68.0
266,2018,90120,六安,中共霍山县纪律检查委员会霍山县监察委员会机关,纪检监察,本科,不限,2.0,82.0,53.0,72.0
267,2015,90121,六安,中共霍山县纪律检查委员会霍山县监察委员会机关,财务管理,本科,会计学专业、会计专业、财务会计教育专业、审计学专业,3.0,119.0,59.0,71.0
268,2016,90122,六安,中共霍山县纪律检查委员会霍山县监察委员会机关,纪检监察,本科,侦查学专业、经济犯罪侦查专业、公安情报学专业,1.0,11.0,47.0,61.0
269,2022,90123,六安,中共霍山县纪律检查委员会霍山县监察委员会派驻机构,纪检监察,本科,法学类,4.0,108.0,46.0,72.0
270,2021,90124,六安,霍山县发展和改革委员会,经济管理,本科,经济学门类,1.0,1.0,62.0,79.0
271,2019,90125,六安,霍山县财政局,财政管理,本科,财政学专业、会计学专业、会计专业、审计学专业、财务管理专业,1.0,70.0,56.0,75.0
272,2015,90126,六安,霍山县人力资源和社会保障局,法律综合,本科,法学专业、法律专业、知识产权专业、信用风险管理与法律防控专业,1.0,1.0,59.0,73.0
273,2015,90127,六安,霍山县司法局,司法行政,本科,法学类,1.0,1.0,45.0,71.0
274,2017,90128,六安,霍山县市场监督管理局,市场监管,专科,不限,1.0,93.0,45.0,71.0
275,2016,90129,六安,霍山县市场监督管理局,市场监管,本科,药学类、生物工程类,4.0,112.0,47.0,64.0
276,2017,90130,六安,霍山县市场监督管理局,市场监管,本科,法学类,7.0,135.0,62.0,69.0
277,2019,90131,六安,霍山县市场监督管理局,市场监管,本科,机械工程专业、机械设计制造及其自动化专业、能源与动力工程专业,1.0,3.0,76.0,68.0
278,2020,90132,六安,霍山县市场监督管理局,市场监管,本科,食品科学与工程类,1.0,56.0,70.0,67.0
279,2016,90133,六安,六安市公安局,人民警察,本科,不限,2.0,75.0,59.0,70.0
280,2016,90134,六安,六安市公安局,人民警察,本科,法学类,2.0,1.0,74.0,62.0
281,2013,90135,六安,六安市公安局,网络安全管理★,本科,软件工程专业、网络工程专业、网络安全与执法专业、信息安全专业、数据科学与大数据技术专业、计算机科学与技术专业,3.0,7.0,61.0,68.0
282,2016,90136,六安,六安市公安局,刑事技术★,本科,化学类、物理学类、生物科学类,1.0,40.0,57.0,73.0
283,2014,90137,六安,六安市公安局,人民警察,本科,化学类、弹药工程与爆炸技术专业,3.0,104.0,55.0,66.0
284,2022,90138,六安,六安市公安局,人民警察,本科,汉语言文学专业、汉语言专业、新闻学专业,3.0,1.0,69.0,67.0
285,2022,90139,六安,金寨县公安局,人民警察,本科,不限,6.0,1.0,53.0,75.0
286,2019,90140,六安,金寨县公安局,人民警察,专科,不限,7.0,235.0,45.0,75.0
287,2019,90141,六安,金寨县公安局,人民警察,专科,研究生：公安学（一级学科）、公安技术（一级学科）；本科：侦查学专业、治安学专业、交通管理工程专业、刑事科学技术专业、网络安全与执法专业、警务指挥与战术专业；专科：刑事侦查专业、治安管理专业、交通管理专业、刑事科学技术专业、信息网络安全监察专业、警察指挥与战术专业、特警专业,1.0,97.0,72.0,70.0
288,2022,90142,六安,金寨县公安局,人民警察,本科,不限,1.0,1.0,64.0,65.0
289,2014,90143,六安,舒城县公安局,刑事技术★,本科,计算机类、刑事科学技术专业、物理学专业,2.0,122.0,72.0,74.0
290,2018,90144,六安,舒城县公安局,人民警察,本科,不限,1.0,13.0,81.0,73.0
291,2016,90145,六安,舒城县公安局,人民警察,专科,不限,7.0,3.0,60.0,71.0
292,2018,90146,六安,舒城县公安局,人民警察,专科,研究生：公安学（一级学科）、公安技术（一级学科）；本科：侦查学专业、治安学专业、交通管理工程专业、刑事科学技术专业、网络安全与执法专业、警务指挥与战术专业；专科：刑事侦查专业、治安管理专业、交通管理专业、刑事科学技术专业、信息网络安全监察专业、警察指挥与战术专业、特警专业,1.0,5.0,34.0,74.0
293,2021,90147,六安,舒城县公安局,人民警察,专科,不限,1.0,10.0,56.0,59.0
294,2016,90148,六安,霍山县公安局,法医★,本科,法医学类、临床医学专业,1.0,59.0,67.0,69.0
295,2020,90149,六安,霍山县公安局,信息通信★,本科,计算机类,4.0,1.0,77.0,73.0
296,2019,90150,六安,霍山县公安局,人民警察,本科,会计学专业、会计专业、财务管理专业、审计学专业,3.0,55.0,77.0,70.0
297,2015,90151,六安,霍山县公安局,人民警察,本科,汉语言文学专业、汉语言专业、新闻学专业,4.0,1.0,52.0,64.0
298,2020,90152,六安,霍山县公安局,人民警察,本科,不限,1.0,6.0,63.0,63.0
299,2017,90153,六安,霍邱县公安局,人民警察,本科,法学类,5.0,121.0,61.0,71.0
300,2022,90154,六安,霍邱县公安局,人民警察,本科,法学类,1.0,59.0,49.0,74.0
301,2019,90155,六安,霍邱县公安局,网络安全管理★,本科,计算机类,5.0,1.0,73.0,76.0
302,2017,90156,六安,霍邱县公安局,人民警察,本科,新闻传播学类,4.0,79.0,42.0,62.0
303,2020,90157,六安,霍邱县公安局,人民警察,本科,土木工程专业、建筑学专业、工程管理专业,1.0,1.0,71.0,72.0
304,2020,90158,六安,霍邱县公安局,人民警察,本科,金融学专业、会计学专业、会计专业、审计学专业,3.0,32.0,81.0,64.0
305,2018,90159,六安,霍邱县公安局,人民警察,专科,不限,4.0,162.0,84.0,71.0
306,2016,90160,六安,霍邱县公安局,人民警察,专科,研究生：公安学（一级学科）、公安技术（一级学科）；本科：侦查学专业、治安学专业、交通管理工程专业、刑事科学技术专业、网络安全与执法专业、警务指挥与战术专业；专科：刑事侦查专业、治安管理专业、交通管理专业、刑事科学技术专业、信息网络安全监察专业、警察指挥与战术专业、特警专业,1.0,1.0,33.0,70.0
307,2015,90161,六安,霍邱县公安局,人民警察,专科,不限,4.0,99.0,55.0,79.0
308,2022,90162,六安,六安市中级人民法院,法官助理,本科,法学类,1.0,74.0,76.0,67.0
309,2021,90163,六安,六安市金安区人民法院,法官助理,本科,法学类,1.0,1.0,70.0,72.0
310,2021,90164,六安,六安市金安区人民法院,法官助理,本科,法学类,1.0,46.0,83.0,68.0
311,2018,90165,六安,六安市裕安区人民法院,法官助理,本科,法学类,1.0,1.0,60.0,76.0
312,2013,90166,六安,霍邱县人民法院,法官助理,本科,法学类（不含特设专业）,4.0,25.0,73.0,74.0
313,2021,90167,六安,霍邱县人民法院,综合文字,本科,法学类、政治学类、中国语言文学类、新闻传播学类,1.0,1.0,52.0,72.0
314,2014,90168,六安,霍邱县人民法院,综合文字,本科,不限,1.0,2.0,65.0,75.0
315,2017,90169,六安,霍邱县人民法院,司法警察,专科,不限,4.0,19.0,67.0,74.0
316,2019,90170,六安,金寨县人民法院,司法警察,专科,不限,3.0,24.0,87.0,75.0
317,2022,90171,六安,金寨县人民法院,司法警察,专科,不限,1.0,1.0,84.0,69.0
318,2013,90172,六安,金寨县人民法院,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,1.0,60.0,73.0
319,2020,90173,六安,金寨县人民法院,法官助理,本科,法学类（不含特设专业）,4.0,62.0,63.0,72.0
320,2021,90174,六安,霍山县人民法院,法官助理,本科,法学类（不含特设专业）,3.0,75.0,66.0,69.0
321,2015,90175,六安,霍山县人民法院,综合业务,本科,法学类,1.0,1.0,56.0,61.0
322,2014,90176,六安,霍山县人民法院,司法警察,专科,不限,1.0,1.0,80.0,61.0
323,2013,90177,六安,舒城县人民法院,法官助理,本科,法学类（不含特设专业）,1.0,1.0,82.0,75.0
324,2016,90178,六安,舒城县人民法院,综合文字,本科,中国语言文学类、新闻传播学类,4.0,65.0,80.0,81.0
325,2013,90179,六安,舒城县人民法院,综合文字,本科,不限,2.0,1.0,51.0,70.0
326,2018,90180,六安,霍邱县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,38.0,48.0,71.0
327,2019,90181,六安,霍邱县人民检察院,检察官助理,本科,法学类(不含特设专业),3.0,43.0,83.0,68.0
328,2020,90182,六安,舒城县人民检察院,检察官助理,本科,法学类(不含特设专业),5.0,1.0,83.0,73.0
329,2018,90183,六安,舒城县人民检察院,检察官助理,本科,法学类(不含特设专业),2.0,1.0,58.0,65.0
330,2019,90184,六安,舒城县人民检察院,司法行政人员,本科,不限,1.0,28.0,83.0,67.0
331,2022,90185,六安,金寨县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,1.0,71.0,64.0
332,2014,90186,六安,金寨县人民检察院,检察官助理,本科,法学类(不含特设专业),2.0,1.0,49.0,66.0
333,2014,90187,六安,金寨县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,1.0,83.0,76.0
334,2018,90188,六安,金寨县人民检察院,司法行政人员,本科,中国语言文学类、新闻传播学类、行政管理专业,1.0,1.0,50.0,77.0
335,2022,90189,六安,金寨县人民检察院,司法行政人员,本科,不限,1.0,1.0,50.0,73.0
336,2020,90190,六安,霍山县人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,1.0,64.0,70.0
337,2014,90191,六安,六安市金安区人民检察院,检察官助理,本科,法学类(不含特设专业),2.0,57.0,69.0,67.0
338,2017,90192,六安,六安市金安区人民检察院,司法行政人员,本科,计算机类,1.0,1.0,72.0,75.0
339,2021,90193,六安,六安市金安区人民检察院,司法行政人员,本科,法学类、秘书学专业,1.0,70.0,72.0,76.0
340,2021,90194,六安,六安市裕安区人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,1.0,73.0,68.0
341,2020,90195,六安,六安市裕安区人民检察院,检察官助理,本科,法学类(不含特设专业),1.0,23.0,75.0,76.0
342,2021,90196,六安,六安市叶集区人民检察院,检察官助理,本科,法学类(不含特设专业),5.0,29.0,78.0,76.0
343,2021,90197,六安,六安市叶集区人民检察院,司法行政人员,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,65.0,68.0,64.0
